time,N_1_x_No.1,N_1_y_No.1,N_1_z_No.1,N_2_x_No.1,N_2_y_No.1,N_2_z_No.1,C_3_x_No.1,C_3_y_No.1,C_3_z_No.1,H_4_x_No.1,H_4_y_No.1,H_4_z_No.1,H_5_x_No.1,H_5_y_No.1,H_5_z_No.1,H_6_x_No.1,H_6_y_No.1,H_6_z_No.1,C_7_x_No.1,C_7_y_No.1,C_7_z_No.1,H_8_x_No.1,H_8_y_No.1,H_8_z_No.1,H_9_x_No.1,H_9_y_No.1,H_9_z_No.1,H_10_x_No.1,H_10_y_No.1,H_10_z_No.1,N_1_x_No.2,N_1_y_No.2,N_1_z_No.2,N_2_x_No.2,N_2_y_No.2,N_2_z_No.2,C_3_x_No.2,C_3_y_No.2,C_3_z_No.2,H_4_x_No.2,H_4_y_No.2,H_4_z_No.2,H_5_x_No.2,H_5_y_No.2,H_5_z_No.2,H_6_x_No.2,H_6_y_No.2,H_6_z_No.2,C_7_x_No.2,C_7_y_No.2,C_7_z_No.2,H_8_x_No.2,H_8_y_No.2,H_8_z_No.2,H_9_x_No.2,H_9_y_No.2,H_9_z_No.2,H_10_x_No.2,H_10_y_No.2,H_10_z_No.2,N_1_x_No.3,N_1_y_No.3,N_1_z_No.3,N_2_x_No.3,N_2_y_No.3,N_2_z_No.3,C_3_x_No.3,C_3_y_No.3,C_3_z_No.3,H_4_x_No.3,H_4_y_No.3,H_4_z_No.3,H_5_x_No.3,H_5_y_No.3,H_5_z_No.3,H_6_x_No.3,H_6_y_No.3,H_6_z_No.3,C_7_x_No.3,C_7_y_No.3,C_7_z_No.3,H_8_x_No.3,H_8_y_No.3,H_8_z_No.3,H_9_x_No.3,H_9_y_No.3,H_9_z_No.3,H_10_x_No.3,H_10_y_No.3,H_10_z_No.3
131.0,-0.6880826778,0.1972265209,0.5870821047,0.5772585821,-0.1860399089,0.1288709487,1.9211470279,0.1807357253,-0.3208640579,1.8755113654,0.7191128335,-1.2133515017,2.3398736355,0.8690018242,0.2402590435,2.3722797057,-0.8159854297,-0.6441565441,-1.8012905834,-0.247523422,-0.2051422383,-2.6546760347,0.4014536381,-0.0922968584,-1.6993435574,-0.3330373827,-1.3245818658,-1.9608954481,-1.3855195061,0.0504104714,-0.6880826778,0.1972265209,0.5870821047,0.5772585821,-0.1860399089,0.1288709487,1.9211470279,0.1807357253,-0.3208640579,1.8755113654,0.7191128335,-1.2133515017,2.3398736355,0.8690018242,0.2402590435,2.3722797057,-0.8159854297,-0.6441565441,-1.8012905834,-0.247523422,-0.2051422383,-2.6546760347,0.4014536381,-0.0922968584,-1.6993435574,-0.3330373827,-1.3245818658,-1.9608954481,-1.3855195061,0.0504104714,-0.4410958806,-0.4668193525,0.219274116,0.530871091,0.2282406848,0.5413499874,1.6342048474,0.0435120747,-0.3728312693,1.8427117081,-1.0253186492,-0.1909447105,1.3430570803,0.2735311187,-1.4229331064,2.669165985,0.6853243993,-0.1053717304,-1.7093798442,0.0745037942,-0.218742498,-2.2092963803,0.6718241006,0.4145420535,-1.5134995255,0.8438868193,-0.982733407,-2.3038339786,-0.7148788169,-0.536611449
132.0,-0.6790529975,0.192696304,0.5784769997,0.5835876601,-0.1869080564,0.1413066488,1.908246974,0.1801730725,-0.3146009396,1.8452187285,0.7261139656,-1.2463804579,2.3464173198,0.8492570554,0.1511676827,2.3122853694,-0.769812549,-0.6160999093,-1.8058024289,-0.2530320795,-0.2002391526,-2.6469536538,0.4506394343,-0.1208003414,-1.6835123062,-0.3260485178,-1.3327112202,-1.9069163785,-1.3278803451,-0.0051611883,-0.6790529975,0.192696304,0.5784769997,0.5835876601,-0.1869080564,0.1413066488,1.908246974,0.1801730725,-0.3146009396,1.8452187285,0.7261139656,-1.2463804579,2.3464173198,0.8492570554,0.1511676827,2.3122853694,-0.769812549,-0.6160999093,-1.8058024289,-0.2530320795,-0.2002391526,-2.6469536538,0.4506394343,-0.1208003414,-1.6835123062,-0.3260485178,-1.3327112202,-1.9069163785,-1.3278803451,-0.0051611883,-0.4339724036,-0.4775097619,0.2213075408,0.5238780819,0.2357690971,0.5661130256,1.6280646725,0.0335183146,-0.3861556412,1.8014982041,-0.9831911838,-0.2648079272,1.3325041917,0.2928951955,-1.451900813,2.6254205027,0.7037333773,-0.0933968977,-1.6954190255,0.0837043027,-0.2213113559,-2.2053620268,0.6399867997,0.3576237272,-1.5085868964,0.8420454273,-1.0093309114,-2.3120747748,-0.7077043349,-0.5454106146
133.0,-0.6671317346,0.1883693843,0.5688486486,0.5875517384,-0.1880147663,0.1553989678,1.8900963829,0.1756965797,-0.3141338954,1.8112126825,0.7326224194,-1.2887186432,2.3991506843,0.8799965709,0.1234607487,2.2631111233,-0.7224942658,-0.5791665672,-1.8099710274,-0.2591524758,-0.1979157865,-2.6370920762,0.4898105798,-0.1399328311,-1.6608614902,-0.3122769273,-1.3275979451,-1.8640786945,-1.2637709905,-0.0533695382,-0.6671317346,0.1883693843,0.5688486486,0.5875517384,-0.1880147663,0.1553989678,1.8900963829,0.1756965797,-0.3141338954,1.8112126825,0.7326224194,-1.2887186432,2.3991506843,0.8799965709,0.1234607487,2.2631111233,-0.7224942658,-0.5791665672,-1.8099710274,-0.2591524758,-0.1979157865,-2.6370920762,0.4898105798,-0.1399328311,-1.6608614902,-0.3122769273,-1.3275979451,-1.8640786945,-1.2637709905,-0.0533695382,-0.4289804752,-0.4879837841,0.2240189881,0.5182198805,0.2436638242,0.5902605816,1.6238646608,0.0267957635,-0.3993355126,1.7717615106,-0.9568002517,-0.3435807636,1.3250769124,0.3084098099,-1.4651593315,2.5520239475,0.7019477501,-0.0885977069,-1.6782238005,0.0909181094,-0.2283071986,-2.232641532,0.641404132,0.3573514722,-1.5028074343,0.8297967644,-1.0395686033,-2.3254624062,-0.7069872876,-0.5607177388
134.0,-0.6525369396,0.1843707515,0.5583818084,0.5890351627,-0.1893862315,0.1712692507,1.8672838746,0.1719181581,-0.3181855306,1.7744782162,0.7323187685,-1.3296436223,2.4810988391,0.9378482195,0.1374173155,2.2370792889,-0.700153372,-0.542790253,-1.8132548231,-0.2627437307,-0.1988301581,-2.6227923541,0.513248854,-0.1490588193,-1.6326167814,-0.2913148547,-1.3106842987,-1.8386082892,-1.2257504817,-0.0866035024,-0.6525369396,0.1843707515,0.5583818084,0.5890351627,-0.1893862315,0.1712692507,1.8672838746,0.1719181581,-0.3181855306,1.7744782162,0.7323187685,-1.3296436223,2.4810988391,0.9378482195,0.1374173155,2.2370792889,-0.700153372,-0.542790253,-1.8132548231,-0.2627437307,-0.1988301581,-2.6227923541,0.513248854,-0.1490588193,-1.6326167814,-0.2913148547,-1.3106842987,-1.8386082892,-1.2257504817,-0.0866035024,-0.4260441005,-0.4977964496,0.2275785153,0.5139438192,0.2512951837,0.6132163685,1.6205186601,0.0253325959,-0.4123536793,1.7567402099,-0.9666944529,-0.4231880412,1.3197344747,0.321033431,-1.4610620164,2.4580926043,0.6808362197,-0.0913181417,-1.6592525134,0.0961356143,-0.2392467988,-2.2814912497,0.6673206446,0.4025136039,-1.4950862316,0.8078238929,-1.0706651773,-2.3374461996,-0.7069259405,-0.5797945428
135.0,-0.6356626642,0.1808416355,0.5472761109,0.5880993959,-0.1911222571,0.188925815,1.841764144,0.1735664318,-0.3249545332,1.7365637498,0.7214359941,-1.3606763279,2.5621020897,0.9877192992,0.1670960646,2.2422297669,-0.7207577377,-0.5130558879,-1.8151113024,-0.2612605511,-0.203083387,-2.6042911057,0.5183752599,-0.147811384,-1.6000867353,-0.2634353344,-1.2861150119,-1.8335013465,-1.2413240613,-0.1006713172,-0.6356626642,0.1808416355,0.5472761109,0.5880993959,-0.1911222571,0.188925815,1.841764144,0.1735664318,-0.3249545332,1.7365637498,0.7214359941,-1.3606763279,2.5621020897,0.9877192992,0.1670960646,2.2422297669,-0.7207577377,-0.5130558879,-1.8151113024,-0.2612605511,-0.203083387,-2.6042911057,0.5183752599,-0.147811384,-1.6000867353,-0.2634353344,-1.2861150119,-1.8335013465,-1.2413240613,-0.1006713172,-0.4249648343,-0.5065052637,0.2321366592,0.5109484251,0.2580021863,0.6344491396,1.6167779121,0.0284218727,-0.4250012095,1.7553845021,-1.0098092971,-0.5016481764,1.3142684286,0.3329495407,-1.4423487331,2.3612201546,0.6482605718,-0.0986018814,-1.641148897,0.1004257951,-0.2521502809,-2.3275616629,0.6960285537,0.4648468416,-1.4845609281,0.7786042822,-1.1003813591,-2.3425736034,-0.7026746234,-0.5995870941
136.0,-0.6171042708,0.1779471334,0.5357497909,0.5850521344,-0.1933745064,0.2082501713,1.8156334971,0.1809128275,-0.3339422426,1.6989947556,0.6988475231,-1.3764197295,2.6235479565,1.0134699334,0.1980689827,2.2723798082,-0.7707399136,-0.4876653324,-1.8150189305,-0.2555377735,-0.2100412489,-2.5845840877,0.5068442433,-0.1360939567,-1.5645018144,-0.2297297511,-1.2601220869,-1.8484351387,-1.3008340129,-0.0975796724,-0.6171042708,0.1779471334,0.5357497909,0.5850521344,-0.1933745064,0.2082501713,1.8156334971,0.1809128275,-0.3339422426,1.6989947556,0.6988475231,-1.3764197295,2.6235479565,1.0134699334,0.1980689827,2.2723798082,-0.7707399136,-0.4876653324,-1.8150189305,-0.2555377735,-0.2100412489,-2.5845840877,0.5068442433,-0.1360939567,-1.5645018144,-0.2297297511,-1.2601220869,-1.8484351387,-1.3008340129,-0.0975796724,-0.4254984483,-0.5136993347,0.2378135463,0.5090324766,0.2631742039,0.6535081822,1.6108416121,0.0326122042,-0.4374310452,1.7638731293,-1.0627230459,-0.5757512386,1.3055155008,0.3472590132,-1.4156705664,2.2902668258,0.6227534095,-0.1015817681,-1.6257133368,0.1042332348,-0.2654542262,-2.3542643506,0.7144120941,0.5230116618,-1.4705170541,0.7461333046,-1.1276089399,-2.3377419977,-0.6915914207,-0.6174911074
137.0,-0.5977002555,0.1758751223,0.5240471903,0.5805038833,-0.1963293329,0.2290022412,1.7908532647,0.1916635826,-0.3449635047,1.6628747058,0.6658938654,-1.3753324487,2.6565666877,1.0113688554,0.2230620132,2.3125507345,-0.8210501917,-0.4627047502,-1.8124442387,-0.2486736218,-0.2186471846,-2.5690995038,0.4843599797,-0.1139563155,-1.5270436665,-0.1921144723,-1.2399301566,-1.8805922226,-1.3705468067,-0.0830794213,-0.5977002555,0.1758751223,0.5240471903,0.5805038833,-0.1963293329,0.2290022412,1.7908532647,0.1916635826,-0.3449635047,1.6628747058,0.6658938654,-1.3753324487,2.6565666877,1.0113688554,0.2230620132,2.3125507345,-0.8210501917,-0.4627047502,-1.8124442387,-0.2486736218,-0.2186471846,-2.5690995038,0.4843599797,-0.1139563155,-1.5270436665,-0.1921144723,-1.2399301566,-1.8805922226,-1.3705468067,-0.0830794213,-0.4273962363,-0.519038473,0.2446922849,0.5079706607,0.2662997677,0.6700412401,1.6010061033,0.0342564795,-0.4499712646,1.7783124939,-1.1034197548,-0.641079135,1.2898001835,0.3675008648,-1.3904388621,2.2738584231,0.6253209983,-0.0887477221,-1.6137133501,0.107495599,-0.2781622488,-2.3545228701,0.7177998661,0.5648270293,-1.4523131526,0.71513521,-1.1524917969,-2.3226271706,-0.6737428656,-0.6319162837
138.0,-0.5785594651,0.1748401637,0.5124467076,0.5753995231,-0.2002034995,0.2508460311,1.7687858932,0.2035784796,-0.3573277135,1.6286712175,0.6262614295,-1.3608471945,2.6570940746,0.9826901242,0.2378452894,2.3498535448,-0.8509339079,-0.437513608,-1.8069270584,-0.2433086407,-0.2279023586,-2.564062921,0.4585826534,-0.0815598835,-1.4892902418,-0.152933193,-1.231527374,-1.9251068468,-1.4233490763,-0.063334587,-0.5785594651,0.1748401637,0.5124467076,0.5753995231,-0.2002034995,0.2508460311,1.7687858932,0.2035784796,-0.3573277135,1.6286712175,0.6262614295,-1.3608471945,2.6570940746,0.9826901242,0.2378452894,2.3498535448,-0.8509339079,-0.437513608,-1.8069270584,-0.2433086407,-0.2279023586,-2.564062921,0.4585826534,-0.0815598835,-1.4892902418,-0.152933193,-1.231527374,-1.9251068468,-1.4233490763,-0.063334587,-0.4304292069,-0.5222857902,0.2528189296,0.5075869092,0.2669812519,0.6837918581,1.5879977201,0.0324735961,-0.4618708412,1.7952587383,-1.1195898717,-0.694086583,1.2639247871,0.3969105283,-1.3757608646,2.3104889314,0.6533926035,-0.0616040758,-1.6052224119,0.1101142057,-0.2895930003,-2.3266592313,0.7057148767,0.5836575643,-1.4294777041,0.689881633,-1.1756812647,-2.2997398896,-0.6519983802,-0.642641283
139.0,-0.5610228827,0.1750891259,0.501255677,0.5709740238,-0.2052456912,0.2733990329,1.7502308618,0.2149861298,-0.3697218106,1.5959397823,0.5858593257,-1.3425252452,2.623527025,0.9308959473,0.2396127937,2.3762269612,-0.8511013605,-0.4137635942,-1.7982765635,-0.2408022936,-0.2371751185,-2.5728109524,0.4351547487,-0.0396878124,-1.4539701516,-0.1144726324,-1.2369842273,-1.9761233195,-1.445144528,-0.043563395,-0.5610228827,0.1750891259,0.501255677,0.5709740238,-0.2052456912,0.2733990329,1.7502308618,0.2149861298,-0.3697218106,1.5959397823,0.5858593257,-1.3425252452,2.623527025,0.9308959473,0.2396127937,2.3762269612,-0.8511013605,-0.4137635942,-1.7982765635,-0.2408022936,-0.2371751185,-2.5728109524,0.4351547487,-0.0396878124,-1.4539701516,-0.1144726324,-1.2369842273,-1.9761233195,-1.445144528,-0.043563395,-0.4344018661,-0.5233222228,0.2622056804,0.5078137444,0.2649326428,0.6945902941,1.5743993589,0.0288463616,-0.4716533576,1.8115695577,-1.1067577684,-0.7327709713,1.2271881463,0.4366825016,-1.3748668545,2.3729545852,0.6844586126,-0.0351046202,-1.5998251601,0.112203207,-0.2992989232,-2.2720445464,0.6797881365,0.5762280586,-1.401993437,0.6730884348,-1.1971329375,-2.274157525,-0.631751096,-0.6509733356
140.0,-0.5465166484,0.1768695471,0.4907792236,0.5685838342,-0.2117086353,0.2962987506,1.7355864896,0.2245695666,-0.3804700254,1.563186061,0.5516904461,-1.3348428828,2.5566720016,0.861579689,0.2269977194,2.3873314393,-0.8198904713,-0.3940076997,-1.7868101161,-0.2413063033,-0.2461994131,-2.5922335954,0.4145804821,0.0091070436,-1.4251824213,-0.0788870449,-1.2536315111,-2.0276208269,-1.4309819271,-0.0278099218,-0.5465166484,0.1768695471,0.4907792236,0.5685838342,-0.2117086353,0.2962987506,1.7355864896,0.2245695666,-0.3804700254,1.563186061,0.5516904461,-1.3348428828,2.5566720016,0.861579689,0.2269977194,2.3873314393,-0.8198904713,-0.3940076997,-1.7868101161,-0.2413063033,-0.2461994131,-2.5922335954,0.4145804821,0.0091070436,-1.4251824213,-0.0788870449,-1.2536315111,-2.0276208269,-1.4309819271,-0.0278099218,-0.4391512842,-0.5221500148,0.2728368656,0.5087099591,0.2599716353,0.7023573358,1.5621014696,0.0252879358,-0.4786943442,1.8246484852,-1.0661052413,-0.7565817479,1.1828176559,0.4841576206,-1.3821701309,2.4368950229,0.7012101089,-0.0219022369,-1.5967137666,0.1140462923,-0.3071629219,-2.1949088305,0.6436274868,0.5426039833,-1.3706050868,0.6654045528,-1.215379353,-2.2523845295,-0.6197012321,-0.6594410845
141.0,-0.5362811311,0.1803265902,0.481291338,0.5694025298,-0.2197440574,0.3192543333,1.7246780066,0.2312490755,-0.3884049512,1.5287789548,0.5287677702,-1.3496446268,2.462206506,0.784515164,0.201991514,2.3817129466,-0.7608948128,-0.3809896705,-1.7733184751,-0.2441230633,-0.2548750417,-2.6136839897,0.3936646716,0.0600009321,-1.4074842705,-0.0482842772,-1.2760051317,-2.0738569383,-1.3821105822,-0.0189766156,-0.5362811311,0.1803265902,0.481291338,0.5694025298,-0.2197440574,0.3192543333,1.7246780066,0.2312490755,-0.3884049512,1.5287789548,0.5287677702,-1.3496446268,2.462206506,0.784515164,0.201991514,2.3817129466,-0.7608948128,-0.3809896705,-1.7733184751,-0.2441230633,-0.2548750417,-2.6136839897,0.3936646716,0.0600009321,-1.4074842705,-0.0482842772,-1.2760051317,-2.0738569383,-1.3821105822,-0.0189766156,-0.4445339368,-0.5188902262,0.2846783251,0.510430402,0.252008897,0.7071159707,1.5517924666,0.0235760699,-0.4832261075,1.8330059514,-1.0046044129,-0.7666747976,1.1366492565,0.5335841265,-1.3876195132,2.4879753613,0.6964979078,-0.0278971271,-1.5947619648,0.1157073234,-0.3137051447,-2.1040729839,0.6043958972,0.4888567471,-1.3368988323,0.6656836568,-1.2278782907,-2.2397780985,-0.6209968663,-0.6705386656
142.0,-0.5310256634,0.1853629363,0.4730738913,0.5740268253,-0.2292272973,0.3420002831,1.7160803217,0.234010507,-0.3941694483,1.4929888788,0.5172859764,-1.3857736295,2.356615563,0.718154058,0.1751470507,2.3613743524,-0.6829498371,-0.3773660283,-1.7587214734,-0.2481042901,-0.2631740732,-2.6276376495,0.369648849,0.107089703,-1.4045356197,-0.0245815968,-1.2985832258,-2.1099691685,-1.3056426795,-0.018640024,-0.5310256634,0.1853629363,0.4730738913,0.5740268253,-0.2292272973,0.3420002831,1.7160803217,0.234010507,-0.3941694483,1.4929888788,0.5172859764,-1.3857736295,2.356615563,0.718154058,0.1751470507,2.3613743524,-0.6829498371,-0.3773660283,-1.7587214734,-0.2481042901,-0.2631740732,-2.6276376495,0.369648849,0.107089703,-1.4045356197,-0.0245815968,-1.2985832258,-2.1099691685,-1.3056426795,-0.018640024,-0.450417743,-0.5137607073,0.2976832516,0.513185405,0.2410355111,0.7089942768,1.5434069887,0.0255854919,-0.4855964417,1.8371198318,-0.9366164464,-0.7666932844,1.0945891912,0.5787591055,-1.3827952106,2.5186421045,0.6694719163,-0.0543511776,-1.5925285157,0.1163923157,-0.3206386995,-2.0160079494,0.5761171991,0.432981218,-1.3030106237,0.6717562427,-1.2321456029,-2.2377019088,-0.6357956,-0.6848502298
143.0,-0.530591014,0.1917103767,0.4664176452,0.582060882,-0.2398041931,0.3641192313,1.7066144114,0.2316983065,-0.4005602139,1.4582231691,0.5138650348,-1.4296380853,2.2719694345,0.6932463451,0.171651279,2.3339080773,-0.6016358352,-0.3855127951,-1.7437125358,-0.2518373582,-0.271143365,-2.627395964,0.342680331,0.1451712176,-1.4180732833,-0.00909651,-1.3172403767,-2.1335932448,-1.2164528365,-0.026509321,-0.530591014,0.1917103767,0.4664176452,0.582060882,-0.2398041931,0.3641192313,1.7066144114,0.2316983065,-0.4005602139,1.4582231691,0.5138650348,-1.4296380853,2.2719694345,0.6932463451,0.171651279,2.3339080773,-0.6016358352,-0.3855127951,-1.7437125358,-0.2518373582,-0.271143365,-2.627395964,0.342680331,0.1451712176,-1.4180732833,-0.00909651,-1.3172403767,-2.1335932448,-1.2164528365,-0.026509321,-0.4566823032,-0.5070286259,0.3117778816,0.5172013971,0.2271122632,0.7082215638,1.5364614063,0.0332969126,-0.4858763721,1.8399059769,-0.8835561294,-0.7631411863,1.0610623457,0.6149815522,-1.363497851,2.5255051056,0.6229792449,-0.0996617714,-1.5884290984,0.1142468019,-0.3309287561,-1.9534144664,0.5803551102,0.4064663862,-1.2710058835,0.6812065371,-1.2270265405,-2.2432650921,-0.658612311,-0.7003272876
144.0,-0.5339349425,0.1991417419,0.4609038578,0.5923301817,-0.2515748898,0.3855487995,1.6931779502,0.2247620187,-0.4102898552,1.4270348355,0.5154360349,-1.4662534395,2.2327012216,0.7348095228,0.2136891073,2.3140598254,-0.5400934777,-0.4065951077,-1.7285613854,-0.2534539113,-0.2787302235,-2.6104145859,0.3157148405,0.1706247348,-1.4477138971,-0.0022301463,-1.3291978216,-2.147400376,-1.1389545955,-0.039390863,-0.5339349425,0.1991417419,0.4609038578,0.5923301817,-0.2515748898,0.3855487995,1.6931779502,0.2247620187,-0.4102898552,1.4270348355,0.5154360349,-1.4662534395,2.2327012216,0.7348095228,0.2136891073,2.3140598254,-0.5400934777,-0.4065951077,-1.7285613854,-0.2534539113,-0.2787302235,-2.6104145859,0.3157148405,0.1706247348,-1.4477138971,-0.0022301463,-1.3291978216,-2.147400376,-1.1389545955,-0.039390863,-0.4631783246,-0.4989565213,0.3267904449,0.5226535656,0.2103812482,0.7051273553,1.5303468455,0.0479417661,-0.4840244587,1.8442540306,-0.8646266588,-0.762925834,1.0384369183,0.6398803471,-1.3297306698,2.5091500829,0.5630622823,-0.159781414,-1.5820431611,0.1079993336,-0.3461056428,-1.9278642103,0.6291439946,0.4257583454,-1.2420495898,0.6918184042,-1.2137475967,-2.2518406712,-0.6815833567,-0.7137903086
145.0,-0.5367542824,0.2088977305,0.446631794,0.6037805141,-0.2684812906,0.4116247111,1.6743460923,0.2201112021,-0.4228692454,1.4019706981,0.5256479394,-1.4888600739,2.2232771456,0.8237654339,0.2839752245,2.3127912705,-0.5235379665,-0.433593968,-1.7148501379,-0.2513710573,-0.2814671038,-2.5803435649,0.2930905017,0.1794991149,-1.4848433906,8.63937e-05,-1.3247066718,-2.1634519721,-1.1035168358,-0.0552757387,-0.5367542824,0.2088977305,0.446631794,0.6037805141,-0.2684812906,0.4116247111,1.6743460923,0.2201112021,-0.4228692454,1.4019706981,0.5256479394,-1.4888600739,2.2232771456,0.8237654339,0.2839752245,2.3127912705,-0.5235379665,-0.433593968,-1.7148501379,-0.2513710573,-0.2814671038,-2.5803435649,0.2930905017,0.1794991149,-1.4848433906,8.63937e-05,-1.3247066718,-2.1634519721,-1.1035168358,-0.0552757387,-0.4695952032,-0.4898291738,0.3422303118,0.529526961,0.1912076229,0.7001463976,1.5246593499,0.0684356882,-0.4803326573,1.8476368942,-0.8809155282,-0.7684427169,1.0265379806,0.6538622516,-1.2850822466,2.4764979769,0.4995981039,-0.2277753814,-1.5748282783,0.0988002836,-0.3636253012,-1.9300573241,0.7068068393,0.4651426586,-1.2157137011,0.7016409137,-1.1958471342,-2.2593184621,-0.6981798719,-0.7229760861
146.0,-0.5407225549,0.2215758938,0.431260198,0.6155904088,-0.2890094954,0.4370023223,1.6535936689,0.2185881426,-0.4344354017,1.3801464009,0.538401878,-1.4907188865,2.2162054961,0.9318448309,0.3442614908,2.3388917876,-0.5487078408,-0.4698587185,-1.7011216664,-0.2459910189,-0.282625999,-2.5391554007,0.2808204101,0.1756934989,-1.5293903607,-0.0020776325,-1.3149720156,-2.182534024,-1.1206726746,-0.0710796916,-0.5407225549,0.2215758938,0.431260198,0.6155904088,-0.2890094954,0.4370023223,1.6535936689,0.2185881426,-0.4344354017,1.3801464009,0.538401878,-1.4907188865,2.2162054961,0.9318448309,0.3442614908,2.3388917876,-0.5487078408,-0.4698587185,-1.7011216664,-0.2459910189,-0.282625999,-2.5391554007,0.2808204101,0.1756934989,-1.5293903607,-0.0020776325,-1.3149720156,-2.182534024,-1.1206726746,-0.0710796916,-0.4754469285,-0.4803074079,0.3569492853,0.537563377,0.1706378823,0.6938480101,1.5189079642,0.0911602409,-0.4753807375,1.842489089,-0.9157068553,-0.7775938505,1.0219732205,0.6604690107,-1.2362194412,2.4446858551,0.4462712094,-0.2936544643,-1.5684272179,0.0886934607,-0.3797102553,-1.9487126202,0.7908479027,0.4924059018,-1.1900713011,0.7089573087,-1.1772703198,-2.2628451537,-0.7047412844,-0.7271777765
147.0,-0.5443841739,0.236614383,0.4145015547,0.6268370609,-0.3125695677,0.4615947223,1.6332834186,0.2201352072,-0.4433907805,1.3594488567,0.553071851,-1.4725644139,2.1994904179,1.0363729173,0.3762407437,2.3770097613,-0.5919955895,-0.5119021273,-1.6882445336,-0.2391054656,-0.2815972594,-2.4946698289,0.2834920151,0.1628472258,-1.57686628,-0.0059248587,-1.3068417947,-2.1970483132,-1.1764845756,-0.0891179167,-0.5443841739,0.236614383,0.4145015547,0.6268370609,-0.3125695677,0.4615947223,1.6332834186,0.2201352072,-0.4433907805,1.3594488567,0.553071851,-1.4725644139,2.1994904179,1.0363729173,0.3762407437,2.3770097613,-0.5919955895,-0.5119021273,-1.6882445336,-0.2391054656,-0.2815972594,-2.4946698289,0.2834920151,0.1628472258,-1.57686628,-0.0059248587,-1.3068417947,-2.1970483132,-1.1764845756,-0.0891179167,-0.4807594108,-0.471419108,0.3698982753,0.5467834364,0.150099524,0.6868948516,1.5119559419,0.1120584723,-0.4696472038,1.8221854693,-0.9501493709,-0.7875094673,1.0187017534,0.6660847781,-1.1932307903,2.4391274068,0.4165337208,-0.3471659691,-1.563543391,0.0792693832,-0.3920311848,-1.9769723292,0.8664657471,0.4916300976,-1.1637826079,0.7131238138,-1.1612687957,-2.2613820518,-0.7006948893,-0.7269278207
148.0,-0.5465272607,0.2534175058,0.3964580705,0.6368004644,-0.3383462604,0.4851209669,1.6153123374,0.22357027,-0.4488955322,1.3369101912,0.5697595444,-1.4393701675,2.1696658221,1.12458056,0.3737705604,2.4097263227,-0.6295682714,-0.5557560139,-1.6771200988,-0.2331716096,-0.2781214486,-2.4564831875,0.3039652382,0.1462972622,-1.6231941783,-0.009144237,-1.306795092,-2.1963117619,-1.2470065976,-0.1117061114,-0.5465272607,0.2534175058,0.3964580705,0.6368004644,-0.3383462604,0.4851209669,1.6153123374,0.22357027,-0.4488955322,1.3369101912,0.5697595444,-1.4393701675,2.1696658221,1.12458056,0.3737705604,2.4097263227,-0.6295682714,-0.5557560139,-1.6771200988,-0.2331716096,-0.2781214486,-2.4564831875,0.3039652382,0.1462972622,-1.6231941783,-0.009144237,-1.306795092,-2.1963117619,-1.2470065976,-0.1117061114,-0.4860413662,-0.4637072579,0.3810059767,0.5574711373,0.1302817091,0.6798136075,1.5033322764,0.1287455017,-0.4632083966,1.7838668596,-0.9714099563,-0.7959099735,1.0102261336,0.6780757589,-1.1676818726,2.4730990148,0.4149301201,-0.3837105673,-1.560056166,0.0716319836,-0.3999402246,-2.0096909106,0.9244052712,0.4585788922,-1.1372935444,0.7141319212,-1.1504920345,-2.2562543668,-0.6882998928,-0.7237859959
149.0,-0.5461910244,0.2714054782,0.3773898868,0.6449507014,-0.3654797539,0.5072270746,1.6007991187,0.2279352436,-0.4502692281,1.3088491225,0.5893922147,-1.3998563601,2.1265476522,1.1889742984,0.3363676975,2.4265477935,-0.6472536705,-0.5979747768,-1.6682630473,-0.2299122681,-0.2725922448,-2.4326811406,0.3421859069,0.1310533485,-1.6651816831,-0.0109297544,-1.3166500004,-2.1742505886,-1.3125664372,-0.1383885115,-0.5461910244,0.2714054782,0.3773898868,0.6449507014,-0.3654797539,0.5072270746,1.6007991187,0.2279352436,-0.4502692281,1.3088491225,0.5893922147,-1.3998563601,2.1265476522,1.1889742984,0.3363676975,2.4265477935,-0.6472536705,-0.5979747768,-1.6682630473,-0.2299122681,-0.2725922448,-2.4326811406,0.3421859069,0.1310533485,-1.6651816831,-0.0109297544,-1.3166500004,-2.1742505886,-1.3125664372,-0.1383885115,-0.4917038337,-0.4573521752,0.3906028541,0.5697238487,0.1114150487,0.6729884703,1.4945276568,0.1407368354,-0.4560958841,1.7282546292,-0.9724739556,-0.801595644,0.9934423583,0.7005780981,-1.1656441199,2.5309836785,0.4347903582,-0.4042964366,-1.5575406252,0.06675842,-0.403516731,-2.0428219018,0.9589864743,0.3943671067,-1.1118724278,0.7112226485,-1.1463989083,-2.2506911756,-0.672162927,-0.7201373037
