time,N_1_x_No.1,N_1_y_No.1,N_1_z_No.1,N_2_x_No.1,N_2_y_No.1,N_2_z_No.1,C_3_x_No.1,C_3_y_No.1,C_3_z_No.1,H_4_x_No.1,H_4_y_No.1,H_4_z_No.1,H_5_x_No.1,H_5_y_No.1,H_5_z_No.1,H_6_x_No.1,H_6_y_No.1,H_6_z_No.1,C_7_x_No.1,C_7_y_No.1,C_7_z_No.1,H_8_x_No.1,H_8_y_No.1,H_8_z_No.1,H_9_x_No.1,H_9_y_No.1,H_9_z_No.1,H_10_x_No.1,H_10_y_No.1,H_10_z_No.1,N_1_x_No.2,N_1_y_No.2,N_1_z_No.2,N_2_x_No.2,N_2_y_No.2,N_2_z_No.2,C_3_x_No.2,C_3_y_No.2,C_3_z_No.2,H_4_x_No.2,H_4_y_No.2,H_4_z_No.2,H_5_x_No.2,H_5_y_No.2,H_5_z_No.2,H_6_x_No.2,H_6_y_No.2,H_6_z_No.2,C_7_x_No.2,C_7_y_No.2,C_7_z_No.2,H_8_x_No.2,H_8_y_No.2,H_8_z_No.2,H_9_x_No.2,H_9_y_No.2,H_9_z_No.2,H_10_x_No.2,H_10_y_No.2,H_10_z_No.2,N_1_x_No.3,N_1_y_No.3,N_1_z_No.3,N_2_x_No.3,N_2_y_No.3,N_2_z_No.3,C_3_x_No.3,C_3_y_No.3,C_3_z_No.3,H_4_x_No.3,H_4_y_No.3,H_4_z_No.3,H_5_x_No.3,H_5_y_No.3,H_5_z_No.3,H_6_x_No.3,H_6_y_No.3,H_6_z_No.3,C_7_x_No.3,C_7_y_No.3,C_7_z_No.3,H_8_x_No.3,H_8_y_No.3,H_8_z_No.3,H_9_x_No.3,H_9_y_No.3,H_9_z_No.3,H_10_x_No.3,H_10_y_No.3,H_10_z_No.3
288.0,-0.3174384135,-0.4799499923,0.198091279,0.3917215669,0.6324883837,0.1614023579,1.7361020004,0.136090573,-0.1462211242,1.8268888949,0.5308759583,-1.0916147347,2.515999577,0.4705138052,0.3993183026,1.4521259548,-0.8133432612,-0.5571942386,-1.7867516566,-0.3509696568,-0.0700377652,-1.9935054894,0.774431742,0.0282179833,-1.842358876,-0.6296856556,-1.1738780086,-2.2176278649,-0.9457186212,0.6461007914,-0.3174384135,-0.4799499923,0.198091279,0.3917215669,0.6324883837,0.1614023579,1.7361020004,0.136090573,-0.1462211242,1.8268888949,0.5308759583,-1.0916147347,2.515999577,0.4705138052,0.3993183026,1.4521259548,-0.8133432612,-0.5571942386,-1.7867516566,-0.3509696568,-0.0700377652,-1.9935054894,0.774431742,0.0282179833,-1.842358876,-0.6296856556,-1.1738780086,-2.2176278649,-0.9457186212,0.6461007914,-0.4017265572,-0.2319966885,-0.4297175603,0.4668861345,0.1517976278,0.5375913142,1.7136076223,0.1205592339,-0.0370878106,1.8412367445,0.9764181007,-0.6205707677,2.4589361476,-0.125728207,0.7101044564,1.7259220761,-0.6935779757,-0.7681075687,-1.7391360839,-0.132382218,-0.0367858075,-2.24886453,0.6424003828,-0.4734714043,-2.4290067185,-0.9027817678,0.2213774425,-1.7649283743,0.1857415909,0.9979225777
289.0,-0.3341510269,-0.4733387608,0.1803348637,0.4010949293,0.6188259256,0.1596993444,1.7635761278,0.1512410845,-0.1318040372,1.7973844544,0.5641312305,-1.1732106388,2.5702232449,0.4518112311,0.3475637031,1.6048200394,-0.8649957562,-0.486125331,-1.8159524352,-0.3578751245,-0.061461799,-2.0576727301,0.734796016,0.0231583817,-1.8244065967,-0.6176897784,-1.1090672427,-2.2262081844,-0.8802524234,0.6450328673,-0.3341510269,-0.4733387608,0.1803348637,0.4010949293,0.6188259256,0.1596993444,1.7635761278,0.1512410845,-0.1318040372,1.7973844544,0.5641312305,-1.1732106388,2.5702232449,0.4518112311,0.3475637031,1.6048200394,-0.8649957562,-0.486125331,-1.8159524352,-0.3578751245,-0.061461799,-2.0576727301,0.734796016,0.0231583817,-1.8244065967,-0.6176897784,-1.1090672427,-2.2262081844,-0.8802524234,0.6450328673,-0.4020704893,-0.2244674539,-0.4335705189,0.4536885383,0.1508401815,0.540842306,1.7263516829,0.1091393159,-0.0316226457,1.8917302963,1.0092095814,-0.6521185406,2.4405192251,-0.0930209478,0.713989802,1.6951536502,-0.6776821866,-0.831645035,-1.7408368934,-0.1313182095,-0.0300381765,-2.2820421353,0.6351348502,-0.4927396054,-2.3569756649,-0.924024677,0.2257740927,-1.7484032391,0.1648681112,0.9668526831
290.0,-0.3500139479,-0.4649125113,0.1622807411,0.4086729051,0.6026000325,0.1586255643,1.7869396599,0.165636139,-0.1225512541,1.776573241,0.6013642393,-1.2462357286,2.65635639,0.4447562709,0.3246737558,1.7698063264,-0.9216205358,-0.4000985488,-1.8406681187,-0.3596071725,-0.055265419,-2.1253298919,0.6833316809,0.017315451,-1.8174037384,-0.6126428563,-1.0422744705,-2.2645633713,-0.8488668844,0.6755903935,-0.3500139479,-0.4649125113,0.1622807411,0.4086729051,0.6026000325,0.1586255643,1.7869396599,0.165636139,-0.1225512541,1.776573241,0.6013642393,-1.2462357286,2.65635639,0.4447562709,0.3246737558,1.7698063264,-0.9216205358,-0.4000985488,-1.8406681187,-0.3596071725,-0.055265419,-2.1253298919,0.6833316809,0.017315451,-1.8174037384,-0.6126428563,-1.0422744705,-2.2645633713,-0.8488668844,0.6755903935,-0.4023507128,-0.2165087873,-0.4348732624,0.4392694629,0.1489738653,0.5418943834,1.7401593562,0.0975423482,-0.0284455362,1.9467660617,1.0411267333,-0.6741048429,2.4338092181,-0.0590311113,0.7221183106,1.6718700277,-0.6579296396,-0.8821625726,-1.7435774599,-0.1293139486,-0.022661407,-2.3235590571,0.6348839366,-0.525229124,-2.2925674471,-0.9732528479,0.2146505579,-1.7238474587,0.1582744218,0.9525710747
291.0,-0.3646094665,-0.4550176632,0.1442330073,0.4145114159,0.5841392404,0.1582481242,1.8075692368,0.1787372726,-0.118981756,1.7654196458,0.6322925279,-1.2941909888,2.7582768899,0.4512695377,0.3223878038,1.9375486453,-0.9686190737,-0.3024180101,-1.8608796133,-0.3565777501,-0.0494573039,-2.1960490888,0.6332158003,0.010825884,-1.8244081166,-0.6229355424,-0.9984766727,-2.3285691539,-0.8510202117,0.7349908932,-0.3646094665,-0.4550176632,0.1442330073,0.4145114159,0.5841392404,0.1582481242,1.8075692368,0.1787372726,-0.118981756,1.7654196458,0.6322925279,-1.2941909888,2.7582768899,0.4512695377,0.3223878038,1.9375486453,-0.9686190737,-0.3024180101,-1.8608796133,-0.3565777501,-0.0494573039,-2.1960490888,0.6332158003,0.010825884,-1.8244081166,-0.6229355424,-0.9984766727,-2.3285691539,-0.8510202117,0.7349908932,-0.4027097073,-0.2080079961,-0.433805337,0.4245769165,0.1463403979,0.5405396527,1.7539463455,0.0869515648,-0.0287462686,2.0009546925,1.0612992771,-0.6785343705,2.4439046061,-0.0288067406,0.738891297,1.6590767476,-0.6334609981,-0.9131696733,-1.7476597128,-0.126184851,-0.0161312513,-2.3662306251,0.6308523141,-0.5628252694,-2.2375662334,-1.048041522,0.1891772201,-1.6940629466,0.1695688182,0.9640268926
292.0,-0.3777194022,-0.4440770929,0.1264476024,0.4187379946,0.5639325955,0.1585976836,1.8278600185,0.1900924286,-0.1203604812,1.7651698553,0.6508244013,-1.3097797428,2.8503767556,0.4700822319,0.3292720996,2.0973912196,-0.9940825196,-0.1985047726,-1.8777346737,-0.3507765005,-0.0408069356,-2.2709523966,0.5992918901,0.0037288844,-1.8465983532,-0.6550449933,-0.9950902852,-2.400563367,-0.8714736053,0.7989701359,-0.3777194022,-0.4440770929,0.1264476024,0.4187379946,0.5639325955,0.1585976836,1.8278600185,0.1900924286,-0.1203604812,1.7651698553,0.6508244013,-1.3097797428,2.8503767556,0.4700822319,0.3292720996,2.0973912196,-0.9940825196,-0.1985047726,-1.8777346737,-0.3507765005,-0.0408069356,-2.2709523966,0.5992918901,0.0037288844,-1.8465983532,-0.6550449933,-0.9950902852,-2.400563367,-0.8714736053,0.7989701359,-0.4033410364,-0.1988650382,-0.4306887962,0.4105551336,0.1430904708,0.5367576074,1.7672851192,0.078122341,-0.0325138023,2.050010268,1.0648258621,-0.6624369503,2.4688171859,-0.0052765729,0.7623583791,1.6588146685,-0.6060699509,-0.9221675307,-1.7536727475,-0.1225180271,-0.0106295778,-2.4035796853,0.6150248714,-0.5980792551,-2.1879086731,-1.1337983967,0.1501708619,-1.6636822215,0.1963106089,0.9962296315
293.0,-0.3893373916,-0.4326015589,0.1090961114,0.4215700845,0.5426064325,0.1596869566,1.8496136689,0.1993902046,-0.1257273675,1.7768047672,0.6534678153,-1.2909358896,2.9145621477,0.5008234422,0.3381044433,2.2396544546,-0.9917575768,-0.0950176381,-1.8923150939,-0.3441909297,-0.0285846103,-2.3506431653,0.5898356706,-0.004199102,-1.884336795,-0.7071174157,-1.0228656451,-2.4644687892,-0.8969800678,0.8476364382,-0.3893373916,-0.4326015589,0.1090961114,0.4215700845,0.5426064325,0.1596869566,1.8496136689,0.1993902046,-0.1257273675,1.7768047672,0.6534678153,-1.2909358896,2.9145621477,0.5008234422,0.3381044433,2.2396544546,-0.9917575768,-0.0950176381,-1.8923150939,-0.3441909297,-0.0285846103,-2.3506431653,0.5898356706,-0.004199102,-1.884336795,-0.7071174157,-1.0228656451,-2.4644687892,-0.8969800678,0.8476364382,-0.4045063215,-0.189016502,-0.4259710787,0.398106514,0.1393930021,0.5307252855,1.7803653364,0.0715952632,-0.038682691,2.0907603383,1.0510616518,-0.6263966111,2.5007459467,0.009741783,0.7850602317,1.6717476822,-0.5801435297,-0.9112577504,-1.7618662395,-0.1192040999,-0.0054547393,-2.4313338616,0.583666554,-0.6257498546,-2.1397201609,-1.2120126203,0.1001953527,-1.6387312936,0.2315132234,1.0342357224
294.0,-0.3996418584,-0.4212021237,0.0922548295,0.4233323917,0.5208942918,0.1615226897,1.8737381382,0.2065101762,-0.1340371786,1.8009158456,0.6387284862,-1.2399259153,2.9419339109,0.5439004119,0.3454632595,2.3570587608,-0.9607158461,0.0012986749,-1.9056351621,-0.3379566833,-0.014240924,-2.4315201098,0.600675416,-0.0134354273,-1.9364251672,-0.769564963,-1.0559178714,-2.5102640533,-0.919543016,0.8716877899,-0.3996418584,-0.4212021237,0.0922548295,0.4233323917,0.5208942918,0.1615226897,1.8737381382,0.2065101762,-0.1340371786,1.8009158456,0.6387284862,-1.2399259153,2.9419339109,0.5439004119,0.3454632595,2.3570587608,-0.9607158461,0.0012986749,-1.9056351621,-0.3379566833,-0.014240924,-2.4315201098,0.600675416,-0.0134354273,-1.9364251672,-0.769564963,-1.0559178714,-2.5102640533,-0.919543016,0.8716877899,-0.4065386509,-0.1784505747,-0.4202028146,0.3880694053,0.1354377324,0.5228038781,1.7935805405,0.06780705,-0.0455727617,2.121285853,1.0230881568,-0.5738698507,2.53095647,0.0146284559,0.7991396544,1.697037203,-0.5626193434,-0.8875150661,-1.7719813515,-0.1170296694,7.89065e-05,-2.4477615353,0.5368960744,-0.6431326812,-2.0921948389,-1.2683109303,0.0438729821,-1.6250436171,0.267526183,1.0635696934
295.0,-0.4089411731,-0.410574087,0.0759089923,0.4244506638,0.4995976552,0.164110208,1.9004711487,0.2113974436,-0.1438954633,1.8374351753,0.6077646434,-1.1656253028,2.9297729862,0.599846363,0.35014021,2.4450987112,-0.9037265252,0.0843982072,-1.9188447923,-0.3323280443,0.0005836616,-2.5058828315,0.6198308376,-0.0240652484,-1.9994229777,-0.8316793799,-1.0726979637,-2.532567215,-0.9346066163,0.868850487,-0.4089411731,-0.410574087,0.0759089923,0.4244506638,0.4995976552,0.164110208,1.9004711487,0.2113974436,-0.1438954633,1.8374351753,0.6077646434,-1.1656253028,2.9297729862,0.599846363,0.35014021,2.4450987112,-0.9037265252,0.0843982072,-1.9188447923,-0.3323280443,0.0005836616,-2.5058828315,0.6198308376,-0.0240652484,-1.9994229777,-0.8316793799,-1.0726979637,-2.532567215,-0.9346066163,0.868850487,-0.4098163136,-0.1672025379,-0.414012676,0.3812045343,0.1314261187,0.5135018879,1.8071566161,0.0669380517,-0.0512533099,2.1414845213,0.9885447968,-0.5113317925,2.5531020238,0.0079705678,0.799990159,1.7326706227,-0.562019702,-0.8618987068,-1.7834044923,-0.1166254326,0.0063085778,-2.4538574497,0.4781493068,-0.6502831917,-2.0469804369,-1.2948029974,-0.0131888928,-1.6268243089,0.2983723561,1.0753863945
296.0,-0.417615033,-0.401439669,0.0599608491,0.4254169031,0.479526536,0.1674457727,1.9295883904,0.2137972993,-0.1530185907,1.885040816,0.5665759998,-1.0895454428,2.879706572,0.6691608195,0.3524471585,2.5020150012,-0.8260189633,0.1494386232,-1.9329534395,-0.3271982924,0.0147187104,-2.5658453716,0.6359936555,-0.0354249668,-2.0686424019,-0.8851682994,-1.0618431106,-2.5293681906,-0.9398826168,0.8412954948,-0.417615033,-0.401439669,0.0599608491,0.4254169031,0.479526536,0.1674457727,1.9295883904,0.2137972993,-0.1530185907,1.885040816,0.5665759998,-1.0895454428,2.879706572,0.6691608195,0.3524471585,2.5020150012,-0.8260189633,0.1494386232,-1.9329534395,-0.3271982924,0.0147187104,-2.5658453716,0.6359936555,-0.0354249668,-2.0686424019,-0.8851682994,-1.0618431106,-2.5293681906,-0.9398826168,0.8412954948,-0.4147119536,-0.1553330771,-0.4080615107,0.3781770609,0.1275491896,0.50341002,1.8209068678,0.0684673146,-0.0540127544,2.153925676,0.9608408525,-0.4484006849,2.5641207182,-0.0110862921,0.7872263253,1.7764305664,-0.5846775884,-0.8443090604,-1.7953149122,-0.1185269245,0.0133193528,-2.4535763007,0.4137930681,-0.6504059846,-2.0069091735,-1.2895035144,-0.0652890824,-1.6461904157,0.3202461275,1.0666753601
297.0,-0.4260539128,-0.3944584516,0.0442358797,0.4267293175,0.4614080257,0.1714953924,1.9604273424,0.213101508,-0.1578625979,1.9409719914,0.5275947606,-1.050755711,2.7973857637,0.752658259,0.3542368284,2.5291037404,-0.735170401,0.1935689831,-1.9485104751,-0.3223838253,0.0273022389,-2.6061201511,0.6422412162,-0.0463202694,-2.1391905869,-0.924470339,-1.019996974,-2.5021009251,-0.93556115,0.795503013,-0.4260539128,-0.3944584516,0.0442358797,0.4267293175,0.4614080257,0.1714953924,1.9604273424,0.213101508,-0.1578625979,1.9409719914,0.5275947606,-1.050755711,2.7973857637,0.752658259,0.3542368284,2.5291037404,-0.735170401,0.1935689831,-1.9485104751,-0.3223838253,0.0273022389,-2.6061201511,0.6422412162,-0.0463202694,-2.1391905869,-0.924470339,-1.019996974,-2.5021009251,-0.93556115,0.795503013,-0.4215235237,-0.142897003,-0.4029629407,0.3795147801,0.1239540705,0.4931088985,1.8341872973,0.0708534071,-0.0530805303,2.163608463,0.9569790793,-0.3959007726,2.5641659693,-0.0425924645,0.7644794477,1.8266620215,-0.6289381483,-0.8366509853,-1.8068013513,-0.1231419073,0.0210471774,-2.4534778694,0.3522296657,-0.6497729024,-1.9751722605,-1.2558486691,-0.1071177336,-1.683264239,0.3315001726,1.0395425697
298.0,-0.4345935342,-0.3901235056,0.0284988846,0.428806531,0.4457603444,0.176179812,1.9916544525,0.2092376845,-0.1556735572,2.003059116,0.5006983988,-1.0832337413,2.6920529013,0.8519911277,0.358820529,2.5321002658,-0.6427287277,0.2177711527,-1.9653946092,-0.3175176999,0.0374690738,-2.6246183912,0.6359848065,-0.0553064011,-2.206535482,-0.9464745588,-0.9496457659,-2.4569120169,-0.9260031641,0.7440790276,-0.4345935342,-0.3901235056,0.0284988846,0.428806531,0.4457603444,0.176179812,1.9916544525,0.2092376845,-0.1556735572,2.003059116,0.5006983988,-1.0832337413,2.6920529013,0.8519911277,0.358820529,2.5321002658,-0.6427287277,0.2177711527,-1.9653946092,-0.3175176999,0.0374690738,-2.6246183912,0.6359848065,-0.0553064011,-2.206535482,-0.9464745588,-0.9496457659,-2.4569120169,-0.9260031641,0.7440790276,-0.4303984604,-0.1299125952,-0.3991770084,0.3855383464,0.1207073355,0.4830611789,1.8462785674,0.0723565272,-0.04904545,2.1743536819,0.9867841872,-0.3604888273,2.5563784675,-0.0857814474,0.7387887245,1.8816067232,-0.6841141199,-0.8326014432,-1.8170779719,-0.1305141844,0.0291467159,-2.4604553827,0.3015759695,-0.6556510588,-1.9549211154,-1.2034684114,-0.1342872473,-1.7364029251,0.3329351621,1.0012485075
299.0,-0.4434497583,-0.3886725687,0.0124899454,0.4318725611,0.4327697113,0.1813777751,2.0212860357,0.2043592437,-0.1485203908,2.070424993,0.4786788633,-1.1694848909,2.5733195898,0.9681765717,0.3688964342,2.5240749966,-0.5676960549,0.2300326886,-1.9826981732,-0.3117913265,0.0441701911,-2.6223444799,0.6183614513,-0.0608465378,-2.2670320827,-0.9508802044,-0.8586440496,-2.4055482908,-0.9220056845,0.7075819326,-0.4434497583,-0.3886725687,0.0124899454,0.4318725611,0.4327697113,0.1813777751,2.0212860357,0.2043592437,-0.1485203908,2.070424993,0.4786788633,-1.1694848909,2.5733195898,0.9681765717,0.3688964342,2.5240749966,-0.5676960549,0.2300326886,-1.9826981732,-0.3117913265,0.0441701911,-2.6223444799,0.6183614513,-0.0608465378,-2.2670320827,-0.9508802044,-0.8586440496,-2.4055482908,-0.9220056845,0.7075819326,-0.4412807685,-0.1163451714,-0.3969063779,0.3962899619,0.1177737867,0.4735133861,1.8568588615,0.0724669018,-0.043460393,2.1849838872,1.0419714378,-0.3409691445,2.5461159374,-0.1391736613,0.7191542084,1.9384632772,-0.736466237,-0.8244651285,-1.8257910579,-0.1399496086,0.0366844935,-2.4775582248,0.2664301659,-0.6718928266,-1.9491190444,-1.1498403654,-0.1443510645,-1.8027168764,0.3283082775,0.9643031041
300.0,-0.4526588892,-0.3900500338,-0.0040420282,0.4358556574,0.4222543792,0.1869258121,2.0473580848,0.2022998739,-0.1409580403,2.1405712954,0.4496586934,-1.2653275181,2.446426143,1.0950951557,0.3819337452,2.5257426575,-0.5358566706,0.2464078624,-1.9990251409,-0.3041592491,0.0466950503,-2.6035635893,0.5945400823,-0.0614917269,-2.3189455341,-0.9415565354,-0.7608055037,-2.3606719443,-0.9374297017,0.7091265727,-0.4526588892,-0.3900500338,-0.0040420282,0.4358556574,0.4222543792,0.1869258121,2.0473580848,0.2022998739,-0.1409580403,2.1405712954,0.4496586934,-1.2653275181,2.446426143,1.0950951557,0.3819337452,2.5257426575,-0.5358566706,0.2464078624,-1.9990251409,-0.3041592491,0.0466950503,-2.6035635893,0.5945400823,-0.0614917269,-2.3189455341,-0.9415565354,-0.7608055037,-2.3606719443,-0.9374297017,0.7091265727,-0.45391291,-0.10211829,-0.3960393413,0.4114981542,0.1150279479,0.4644464622,1.8659866837,0.0718177899,-0.0378736197,2.1918030521,1.1025767029,-0.3316421358,2.5385469628,-0.2003846513,0.713377711,1.9936044031,-0.7749633944,-0.808039043,-1.8330846804,-0.1499024402,0.04222122,-2.5017599617,0.2464934215,-0.6961483627,-1.9603982907,-1.1193613169,-0.1378963313,-1.8792331174,0.3236000462,0.943524205
301.0,-0.4620500674,-0.3939432332,-0.0213226528,0.4403611275,0.4137540008,0.1926277035,2.0688721137,0.206058945,-0.1357345189,2.2099404202,0.4090415236,-1.3402961406,2.3148398857,1.2164054545,0.3901219302,2.5511384884,-0.5594089586,0.2799935833,-2.0132633716,-0.2946389198,0.0462030585,-2.5761794957,0.5748819924,-0.056244874,-2.364082536,-0.9282438831,-0.6755867079,-2.3247607139,-0.9732132764,0.7561969749,-0.4620500674,-0.3939432332,-0.0213226528,0.4403611275,0.4137540008,0.1926277035,2.0688721137,0.206058945,-0.1357345189,2.2099404202,0.4090415236,-1.3402961406,2.3148398857,1.2164054545,0.3901219302,2.5511384884,-0.5594089586,0.2799935833,-2.0132633716,-0.2946389198,0.0462030585,-2.5761794957,0.5748819924,-0.056244874,-2.364082536,-0.9282438831,-0.6755867079,-2.3247607139,-0.9732132764,0.7561969749,-0.46788455,-0.087151449,-0.3961767242,0.4305886306,0.1122914255,0.4556052417,1.8739923722,0.0711347333,-0.0330535496,2.1927145012,1.1503000681,-0.326896266,2.5351403245,-0.2653000554,0.72408233,2.043396787,-0.7931710982,-0.7831969474,-1.8393719424,-0.1587086139,0.0446213562,-2.5264307956,0.2381611168,-0.7221350036,-1.9901274489,-1.1320258449,-0.1173549047,-1.9636880907,0.3230682251,0.9473693292
302.0,-0.4712900791,-0.3998823897,-0.0395325145,0.4447568129,0.406671152,0.1982840396,2.0864904931,0.2154000068,-0.1328930437,2.2751368615,0.357643684,-1.3798085034,2.1857510909,1.3145281762,0.3864087504,2.5919597667,-0.616229074,0.3260816909,-2.0245754696,-0.284876763,0.0458005483,-2.5506215241,0.5742254404,-0.0447973008,-2.4080412091,-0.9247277826,-0.6224628056,-2.2909830221,-1.0115773767,0.8339455483,-0.4712900791,-0.3998823897,-0.0395325145,0.4447568129,0.406671152,0.1982840396,2.0864904931,0.2154000068,-0.1328930437,2.2751368615,0.357643684,-1.3798085034,2.1857510909,1.3145281762,0.3864087504,2.5919597667,-0.616229074,0.3260816909,-2.0245754696,-0.284876763,0.0458005483,-2.5506215241,0.5742254404,-0.0447973008,-2.4080412091,-0.9247277826,-0.6224628056,-2.2909830221,-1.0115773767,0.8339455483,-0.4826807177,-0.07139934,-0.396743001,0.4527267437,0.1093734156,0.4465970439,1.8814457846,0.0707214111,-0.0288684254,2.1879891001,1.1737908967,-0.3227574186,2.5327494332,-0.3275506577,0.7477175562,2.0849201881,-0.7890646597,-0.7528845744,-1.8453601549,-0.165963578,0.0437329252,-2.5451176144,0.2367853903,-0.7435897422,-2.0360497358,-1.1850411514,-0.0835308144,-2.0529173934,0.3251133902,0.9706018707
303.0,-0.4799775499,-0.4073429733,-0.0587737369,0.4483321146,0.4003696657,0.203717848,2.101304032,0.228401883,-0.1314479498,2.3331917288,0.2985466534,-1.3783114401,2.0690374558,1.3785410202,0.3676417918,2.6319742922,-0.6732398427,0.371993807,-2.0323270607,-0.2768826398,0.0480330244,-2.5345354501,0.6041092357,-0.0270140754,-2.4551514746,-0.9386229043,-0.6087324163,-2.2542847606,-1.0333251792,0.9216464364,-0.4799775499,-0.4073429733,-0.0587737369,0.4483321146,0.4003696657,0.203717848,2.101304032,0.228401883,-0.1314479498,2.3331917288,0.2985466534,-1.3783114401,2.0690374558,1.3785410202,0.3676417918,2.6319742922,-0.6732398427,0.371993807,-2.0323270607,-0.2768826398,0.0480330244,-2.5345354501,0.6041092357,-0.0270140754,-2.4551514746,-0.9386229043,-0.6087324163,-2.2542847606,-1.0333251792,0.9216464364,-0.4977121464,-0.0548690893,-0.397129241,0.4768774099,0.1061001993,0.4370151951,1.8889370678,0.0705592358,-0.0246530818,2.1795000472,1.1684007195,-0.3168125618,2.5265729751,-0.3797955265,0.7777670416,2.116513639,-0.764683348,-0.7222592285,-1.8521487226,-0.1726181735,0.0402815281,-2.5534797589,0.2379989712,-0.7563167562,-2.0914656414,-1.2550725976,-0.036474881,-2.1411141322,0.3241705269,0.9989675994
304.0,-0.4877222491,-0.4158104523,-0.0790546507,0.4504323187,0.394230905,0.2087794825,2.1138803241,0.2434072156,-0.1306529441,2.3815951535,0.2356431212,-1.3356697831,1.9741664252,1.4046485652,0.3338580819,2.6607711757,-0.7085686987,0.4093826567,-2.0368906739,-0.2719121288,0.0534826052,-2.526617618,0.6612993859,-0.0023775777,-2.5026481731,-0.9631933057,-0.6245008131,-2.2139292126,-1.0277981589,1.0034401861,-0.4877222491,-0.4158104523,-0.0790546507,0.4504323187,0.394230905,0.2087794825,2.1138803241,0.2434072156,-0.1306529441,2.3815951535,0.2356431212,-1.3356697831,1.9741664252,1.4046485652,0.3338580819,2.6607711757,-0.7085686987,0.4093826567,-2.0368906739,-0.2719121288,0.0534826052,-2.526617618,0.6612993859,-0.0023775777,-2.5026481731,-0.9631933057,-0.6245008131,-2.2139292126,-1.0277981589,1.0034401861,-0.512352182,-0.0376184649,-0.3968015192,0.501873424,0.1023337238,0.4265400643,1.8968265815,0.0705554583,-0.019571822,2.1701950894,1.1354771477,-0.3079714639,2.5132468824,-0.4159043081,0.8082542824,2.1382409313,-0.726151178,-0.6983015501,-1.8608648063,-0.1797889702,0.0353846041,-2.5498323341,0.2383304187,-0.7587356714,-2.1481591188,-1.3181528956,0.0212817038,-2.2211859431,0.3155097909,1.0190511083
305.0,-0.4941938513,-0.4248152607,-0.1003095146,0.4505258261,0.3876924715,0.2133399192,2.1243486676,0.2592466175,-0.1299757326,2.4185576089,0.1730653666,-1.2569368824,1.9087504036,1.394159452,0.2870010135,2.6737832986,-0.7116485384,0.4352194031,-2.0393898702,-0.2700451779,0.0616508581,-2.5189238488,0.7289096545,0.0291927651,-2.5435224124,-0.9847391268,-0.6527778004,-2.1714901256,-0.9916524964,1.0688709143,-0.4941938513,-0.4248152607,-0.1003095146,0.4505258261,0.3876924715,0.2133399192,2.1243486676,0.2592466175,-0.1299757326,2.4185576089,0.1730653666,-1.2569368824,1.9087504036,1.394159452,0.2870010135,2.6737832986,-0.7116485384,0.4352194031,-2.0393898702,-0.2700451779,0.0616508581,-2.5189238488,0.7289096545,0.0291927651,-2.5435224124,-0.9847391268,-0.6527778004,-2.1714901256,-0.9916524964,1.0688709143,-0.5259900237,-0.0197473993,-0.3953530417,0.5264844465,0.0979834521,0.4149934801,1.905143956,0.0705587592,-0.0127719402,2.1640758573,1.0830007414,-0.2965762745,2.491844833,-0.4322602002,0.8350832151,2.1520672114,-0.6831907945,-0.6892480082,-1.8722324616,-0.1881779406,0.030176784,-2.535359244,0.2356385579,-0.7521277892,-2.199212397,-1.3593870775,0.0848885463,-2.2870306542,0.2973091273,1.0228193426
306.0,-0.499140884,-0.4339486005,-0.1224314108,0.4482202081,0.3802740004,0.2172879706,2.1325705314,0.2749744573,-0.1286725306,2.4439881345,0.1144400356,-1.1549502892,1.8781357675,1.352684623,0.2303792429,2.6697206968,-0.6786353198,0.4500459322,-2.0407503948,-0.2706132497,0.071988333,-2.5040522155,0.7885395074,0.0664420969,-2.5719972747,-0.9923913219,-0.6791618596,-2.129481142,-0.9261446515,1.111524381,-0.499140884,-0.4339486005,-0.1224314108,0.4482202081,0.3802740004,0.2172879706,2.1325705314,0.2749744573,-0.1286725306,2.4439881345,0.1144400356,-1.1549502892,1.8781357675,1.352684623,0.2303792429,2.6697206968,-0.6786353198,0.4500459322,-2.0407503948,-0.2706132497,0.071988333,-2.5040522155,0.7885395074,0.0664420969,-2.5719972747,-0.9923913219,-0.6791618596,-2.129481142,-0.9261446515,1.111524381,-0.538084422,-0.0013883218,-0.3925154461,0.5494836288,0.0930139814,0.402347784,1.9136352728,0.0700138106,-0.0035314287,2.1663914142,1.0269596564,-0.2848352932,2.4636686612,-0.4280634666,0.8560760039,2.1610604473,-0.6461561423,-0.7022834125,-1.8864030092,-0.1981651824,0.0257003105,-2.5142295608,0.2295059244,-0.7408916578,-2.2397484522,-1.3722135302,0.1486724024,-2.3346240184,0.2704603077,1.0075639858
