time,N_1_x,N_1_y,N_1_z,N_2_x,N_2_y,N_2_z,C_3_x,C_3_y,C_3_z,H_4_x,H_4_y,H_4_z,H_5_x,H_5_y,H_5_z,H_6_x,H_6_y,H_6_z,C_7_x,C_7_y,C_7_z,H_8_x,H_8_y,H_8_z,H_9_x,H_9_y,H_9_z,H_10_x,H_10_y,H_10_z
257.0,-0.3811416937,-0.3396806011,0.6019815097,0.3863794059,0.3528226191,-0.0452689607,1.8674720668,0.2263126447,-0.2730638728,2.4776059063,1.0424768363,0.1645809129,2.2085001166,-0.7781709099,-0.3827874169,1.9603675616,0.6235510517,-1.3487259529,-1.8315442811,-0.3293633682,-0.1160663719,-2.4718041845,0.616298743,0.0460659835,-1.9788789513,-0.5241798732,-1.1343321128,-2.5284234196,-1.0163275121,0.2304737244
258.0,-0.3729602912,-0.3525093171,0.6025434928,0.3857884616,0.3778062299,-0.0393476236,1.8462469207,0.2076743946,-0.2874988523,2.5215480075,1.1089233171,0.1435136869,2.2039339666,-0.7877759097,-0.2436539193,1.8325812466,0.5970731408,-1.3024331679,-1.8235683348,-0.3288948884,-0.1138543097,-2.4216438277,0.6452963716,0.0258597731,-1.9338233783,-0.5432117782,-1.1354746061,-2.4828525506,-1.008270167,0.1427178982
259.0,-0.3660163648,-0.3668182474,0.6018551944,0.384966249,0.4037079142,-0.0347433164,1.8249632565,0.1924927454,-0.3014047431,2.5486261948,1.1474363281,0.1230355191,2.204518852,-0.8032621077,-0.0985457517,1.708019353,0.5611059168,-1.2587427398,-1.8141701501,-0.3236993751,-0.1107410266,-2.3551897094,0.6622566185,0.0057992229,-1.8689954058,-0.558170377,-1.1550775211,-2.4606897202,-1.0385753208,0.0879561382
260.0,-0.3599891025,-0.3820967637,0.5994335843,0.3832036833,0.429992323,-0.0304611238,1.8043265243,0.1802023066,-0.3123252157,2.5532533491,1.1539892294,0.0983190082,2.2060180173,-0.8154825428,0.0445135724,1.5941824679,0.5180223738,-1.2404513953,-1.8028024027,-0.3144073174,-0.1075603945,-2.2778918065,0.6680483867,-0.0130622552,-1.7850329257,-0.5655222544,-1.1845019273,-2.4630455447,-1.1045559902,0.0657131047
261.0,-0.3545643403,-0.3977160597,0.59489038,0.3799033014,0.4560960739,-0.0255464683,1.7851039262,0.1699191466,-0.3184327546,2.5333325198,1.1287595186,0.0661634794,2.2025244005,-0.8138939324,0.1752883852,1.4955927622,0.4680733075,-1.2622627559,-1.7900663,-0.303987977,-0.1049040613,-2.1976520635,0.6689095926,-0.0293314126,-1.6858209702,-0.5626524555,-1.2110563657,-2.4726914173,-1.1810663342,0.0674604876
262.0,-0.3494766374,-0.4130297305,0.5879806035,0.3747119992,0.4814864308,-0.0192587174,1.7675209947,0.1614369487,-0.3197176391,2.4893167072,1.0745518048,0.0245201916,2.1895070015,-0.7932550443,0.2846560562,1.4174252336,0.4059070666,-1.3177712872,-1.776101503,-0.2956010031,-0.1032943769,-2.1233376467,0.6755028615,-0.0416775277,-1.5781798017,-0.5487200907,-1.2236029712,-2.4748413427,-1.2438054329,0.0847125268
263.0,-0.3445193568,-0.4274426963,0.5786195676,0.3675590844,0.5056807031,-0.0111811965,1.7510249435,0.1546917001,-0.3174269699,2.4255269733,0.9983814441,-0.0269547423,2.1646062532,-0.7537543257,0.3665833108,1.3657723236,0.325821149,-1.3874452158,-1.7605325829,-0.291303031,-0.1030251153,-2.0615459341,0.696865049,-0.0493836748,-1.4703657601,-0.524705096,-1.2155748505,-2.4624726367,-1.2782659938,0.1107649805
264.0,-0.3395330908,-0.4404456963,0.5668740333,0.3585875805,0.5282586541,-0.0011933199,1.7343171446,0.1488239726,-0.3131108352,2.3542118981,0.9165840492,-0.0854987588,2.1274456771,-0.6993081795,0.4183888621,1.3443052016,0.226342125,-1.4519683359,-1.7430418348,-0.2915305569,-0.1040470247,-2.0141038512,0.7322270617,-0.0526042335,-1.3705612656,-0.4930699602,-1.1856806675,-2.4336416243,-1.2779687926,0.1403505437
265.0,-0.3343876247,-0.4516244431,0.5529430733,0.3480790144,0.548887006,0.010625066,1.7150833977,0.1415629724,-0.3084018952,2.3009180655,0.8613570071,-0.144408757,2.079561615,-0.6365535636,0.4410142222,1.3531455172,0.1099090783,-1.497060079,-1.7235470725,-0.2953172385,-0.1059726948,-1.9792463937,0.7708702093,-0.0520472191,-1.2857325463,-0.4573716272,-1.1378126974,-2.3894963301,-1.2422314081,0.169314734
266.0,-0.3289651213,-0.4606590014,0.5371391127,0.3363982876,0.5673347316,0.0240683201,1.6908645868,0.1304958841,-0.3046851525,2.293991323,0.8673107679,-0.1990787596,2.0247426151,-0.5749065535,0.4401666911,1.3893422773,-0.0188603017,-1.5133496794,-1.7020689847,-0.3009866427,-0.1081342805,-1.9543052567,0.7999042815,-0.048505802,-1.220598867,-0.4218885207,-1.0810014069,-2.3343499275,-1.1761646107,0.1948525216
267.0,-0.3231549711,-0.4673322085,0.5198637896,0.3239318106,0.5834641842,0.0388451132,1.662185342,0.1171307115,-0.3027148536,2.3269879805,0.9250720267,-0.2547804256,1.9696361907,-0.5271852739,0.4282749576,1.4474523542,-0.1543720963,-1.4955646637,-1.6785502542,-0.3064922462,-0.1097203915,-1.9369834298,0.8102817209,-0.0426184135,-1.1766304588,-0.3911688458,-1.0291018952,-2.2776248072,-1.0930030955,0.216814866
268.0,-0.3168561945,-0.471550763,0.5015655383,0.3110711436,0.597221734,0.0545944566,1.6316656623,0.1055718523,-0.3035057988,2.3692568929,0.9950555119,-0.3154399519,1.9231257978,-0.5071344868,0.4235688476,1.5201720845,-0.2903586914,-1.442334342,-1.6526445545,-0.3094244026,-0.1101093709,-1.9254436136,0.7984984165,-0.0348234802,-1.1519848209,-0.3693750906,-0.9986567808,-2.2360924682,-1.0161306622,0.2399745798
269.0,-0.3099966563,-0.4733665394,0.4826849442,0.2982299577,0.6086376142,0.0708936587,1.6014970428,0.0982129563,-0.307737684,2.399623356,1.0496484462,-0.3790198685,1.8915824042,-0.519867518,0.4393106344,1.5989075725,-0.4202820604,-1.357145705,-1.6239041037,-0.3077806596,-0.1091756125,-1.9181839416,0.7667007443,-0.0253966068,-1.143956266,-0.3595522033,-1.0031780997,-2.228738216,-0.9705036074,0.2726553809
270.0,-0.3025637092,-0.4729929702,0.4636155808,0.2858500265,0.6178250272,0.0872766958,1.5735732704,0.0949692937,-0.3143500057,2.4086659974,1.0764345087,-0.4419141005,1.8740469464,-0.5542820132,0.4721946962,1.674613396,-0.5388805898,-1.2493091939,-1.5929804991,-0.3019183265,-0.1069316579,-1.9142649325,0.7229172176,-0.0144551855,-1.1529360019,-0.3631211866,-1.0454422764,-2.2577888874,-0.9600211711,0.3152898214
271.0,-0.2946156553,-0.4708188823,0.444697812,0.2744034132,0.6249754655,0.1032663548,1.5495925309,0.094726594,-0.3211841813,2.3929078726,1.0709447088,-0.5009424176,1.8652458037,-0.5912380705,0.5096782427,1.7392437193,-0.6438604167,-1.1321139679,-1.5618856741,-0.2945363091,-0.1034719171,-1.9140009371,0.6805714249,-0.0018351406,-1.1827765407,-0.3795397805,-1.1143065717,-2.3042944216,-0.9674693084,0.3565464852
272.0,-0.2862645174,-0.4674037258,0.4262389614,0.2643881711,0.6303566932,0.1184132418,1.5307823211,0.0965707605,-0.3264690599,2.3518065346,1.0326406682,-0.5534887047,1.8607234727,-0.6149147968,0.5423715725,1.7866904751,-0.735306499,-1.0179087272,-1.5327679147,-0.2884994693,-0.0995389237,-1.918968567,0.6545264866,0.0128780334,-1.2361792611,-0.4062447183,-1.1903366996,-2.3472707723,-0.9764237582,0.385425273
273.0,-0.277643238,-0.4634347994,0.4085327329,0.2563179288,0.634315899,0.1323274256,1.5178075247,0.0998284351,-0.3293534616,2.2875470028,0.9643203632,-0.5975913593,1.8584069885,-0.615775208,0.5667281619,1.8123977356,-0.8131100982,-0.9145774249,-1.5076146634,-0.2854778896,-0.0962294989,-1.9295741558,0.652806039,0.0296420422,-1.3111550423,-0.4393531328,-1.2547385446,-2.3733987622,-0.9786061704,0.396905059
274.0,-0.2688929002,-0.4596513287,0.3918463698,0.2506946486,0.6372741725,0.1446914857,1.5106294947,0.1035934137,-0.3295539924,2.2074515013,0.8745725222,-0.6330913987,1.8582488134,-0.5891551625,0.5828663579,1.8129684417,-0.8758651856,-0.8261379078,-1.4885056749,-0.2856522402,-0.0944108846,-1.9421626312,0.6713137048,0.0471083845,-1.4015906636,-0.4746987406,-1.2942898797,-2.3761150426,-0.9713838326,0.3905015963
275.0,-0.2601928641,-0.4567473091,0.376369041,0.2479580459,0.639697034,0.1552608264,1.5080502862,0.1061277198,-0.3266675266,2.1295040911,0.7836614028,-0.6652663381,1.8617173433,-0.5336805473,0.592574324,1.7865524126,-0.9218447688,-0.7547568696,-1.477407309,-0.288303076,-0.0945207931,-1.9503025947,0.6986267413,0.0629092072,-1.4993949129,-0.5084894302,-1.3020561216,-2.3534851355,-0.9551894825,0.3684861357
276.0,-0.2518213683,-0.4552693019,0.3621464627,0.2484161717,0.6420347385,0.1638661488,1.5074679726,0.1046322623,-0.3195530356,2.0850954403,0.7262699669,-0.7102180887,1.8715882783,-0.4506481941,0.5987247123,1.7332646364,-0.9500813523,-0.7017150252,-1.4755949668,-0.2925113012,-0.0966433131,-1.948565386,0.7237489358,0.0747021001,-1.5961477598,-0.5375690048,-1.2767543,-2.3078866367,-0.932813833,0.3355603837
277.0,-0.2442117462,-0.4555350205,0.3490462464,0.2521610295,0.6446347905,0.1704320828,1.5070556135,0.0976513835,-0.307267457,2.0934494174,0.7238138038,-0.784677088,1.8919944724,-0.3444004996,0.6060230326,1.6553131923,-0.9609574118,-0.667280809,-1.4831136284,-0.2973129042,-0.1006459953,-1.9346262071,0.7394708359,0.0808739844,-1.684118005,-0.5596411786,-1.2225984418,-2.2479091482,-0.910594418,0.2999255526
278.0,-0.2379462622,-0.4575950944,0.3367792066,0.2590185643,0.647660392,0.1749965921,1.5082865329,0.0877528569,-0.2915176071,2.1318118622,0.7531327761,-0.8783040377,1.9282382135,-0.2224572484,0.6215438475,1.5573978704,-0.9563758813,-0.6501188129,-1.4984253069,-0.3014321446,-0.1062856644,-1.9094516376,0.7424580071,0.0808044244,-1.7573117376,-0.5737962235,-1.150143486,-2.1911745185,-0.90085186,0.2749256301
279.0,-0.233649922,-0.4612435369,0.324964039,0.2686023416,0.6510555982,0.1776892568,1.5130811958,0.0781969943,-0.2750340096,2.1701273989,0.7834881722,-0.9689837853,1.9845993184,-0.092933982,0.6504159581,1.4473546677,-0.9393435655,-0.6470373098,-1.5187468366,-0.3032821674,-0.113024836,-1.8768036895,0.7329209672,0.0750015353,-1.8131047228,-0.5814977664,-1.0774786331,-2.1605574252,-0.9202711125,0.2773157086
280.0,-0.2318697385,-0.4660641199,0.3132130641,0.2804083735,0.6545573185,0.1787038942,1.5223703852,0.0708593287,-0.2591563491,2.1924902804,0.7989128525,-1.0427426452,2.0595758993,0.0379207059,0.6876083133,1.3358475549,-0.9135820822,-0.6536235354,-1.5418052206,-0.3022687317,-0.1192583713,-1.8425738008,0.7151764763,0.0652049243,-1.8538299347,-0.5874135647,-1.0287904561,-2.164633682,-0.9740987456,0.3157202309
281.0,-0.2330138156,-0.471494893,0.301206243,0.2938905632,0.6577413642,0.1782956525,1.5366420843,0.0667558082,-0.2439221419,2.1928445404,0.7936329324,-1.0931976694,2.1447721721,0.1636376707,0.7191265185,1.2349837486,-0.8827121099,-0.665128027,-1.5669330004,-0.2999799722,-0.1224564444,-1.8137902533,0.6983215995,0.0542522581,-1.8849768511,-0.5975678834,-1.0239969564,-2.1890406415,-1.044645038,0.3813076218
282.0,-0.237330776,-0.47690117,0.288723856,0.3085015448,0.6600913307,0.1767805067,1.5560390032,0.0665326454,-0.2292163912,2.1698788734,0.7667408382,-1.1177189228,2.229969175,0.2765240992,0.7324208689,1.156738315,-0.8495782469,-0.6769197436,-1.5941158983,-0.2990373215,-0.1213546985,-1.7969353327,0.6939570161,0.0452493938,-1.9086277021,-0.6136389827,-1.0622875395,-2.2164680679,-1.1085122584,0.4576890272
283.0,-0.2448760499,-0.4816490381,0.2756244545,0.3237086627,0.661077693,0.1745089361,1.5802698509,0.0705317548,-0.2152466722,2.1250146028,0.720161555,-1.1158965166,2.3072713891,0.3697424068,0.721473924,1.1112041058,-0.81695611,-0.6847484167,-1.6233943519,-0.3014901965,-0.1166145592,-1.7958701197,0.7089328135,0.0399229835,-1.9219705149,-0.6312694914,-1.1228183395,-2.2373646032,-1.1503391123,0.5310939103
284.0,-0.2554747247,-0.4851697429,0.261801114,0.3389970658,0.6602267101,0.1718162187,1.6086429418,0.0787610673,-0.202283916,2.0623962291,0.6588502137,-1.0904362557,2.3718623773,0.438641869,0.6857274293,1.1048162977,-0.7885685975,-0.6849513959,-1.6546257704,-0.3078706265,-0.1094117949,-1.8110624278,0.7388091,0.0376514426,-1.9226585699,-0.6449869088,-1.1818632332,-2.2481111931,-1.1628195163,0.5920719236
285.0,-0.2687111795,-0.4870056183,0.2471636428,0.3538713084,0.6571630886,0.1689775013,1.6400471898,0.0907435436,-0.1901384155,1.9901298391,0.5927479689,-1.0509579551,2.4216483946,0.4808985737,0.6281355806,1.1394678719,-0.7692025003,-0.6744650683,-1.6873885803,-0.3174062206,-0.1005863083,-1.8408322004,0.7708478924,0.0365375804,-1.9113706357,-0.6515583261,-1.2227038328,-2.2482954272,-1.1439400651,0.634575811
286.0,-0.283961232,-0.4868367475,0.2316517874,0.3678689001,0.651620387,0.166193601,1.6728828159,0.1052774378,-0.1775842398,1.920918293,0.5391011932,-1.0203056508,2.4574840733,0.4967547701,0.554394237,1.2127658202,-0.7641769664,-0.6507826549,-1.7210048233,-0.3287919885,-0.0906797621,-1.8827960015,0.7921524391,0.0349828052,-1.8911538686,-0.6502030646,-1.2362019126,-2.2396887091,-1.0957264749,0.6556068298
287.0,-0.3004668411,-0.4844917496,0.2152640069,0.3805882468,0.6434254918,0.1636179382,1.7053699367,0.1206950697,-0.1627580287,1.8664021008,0.5174313591,-1.0311152728,2.4847204015,0.4901595314,0.4735446882,1.319221209,-0.7782619587,-0.6120445951,-1.7545477738,-0.3405617606,-0.0802177534,-1.9344836495,0.7943376735,0.0322377865,-1.8664224398,-0.6420136214,-1.2191828055,-2.2266438117,-1.024978342,0.6564359443
288.0,-0.3174384135,-0.4799499923,0.198091279,0.3917215669,0.6324883837,0.1614023579,1.7361020004,0.136090573,-0.1462211242,1.8268888949,0.5308759583,-1.0916147347,2.515999577,0.4705138052,0.3993183026,1.4521259548,-0.8133432612,-0.5571942386,-1.7867516566,-0.3509696568,-0.0700377652,-1.9935054894,0.774431742,0.0282179833,-1.842358876,-0.6296856556,-1.1738780086,-2.2176278649,-0.9457186212,0.6461007914
289.0,-0.3341510269,-0.4733387608,0.1803348637,0.4010949293,0.6188259256,0.1596993444,1.7635761278,0.1512410845,-0.1318040372,1.7973844544,0.5641312305,-1.1732106388,2.5702232449,0.4518112311,0.3475637031,1.6048200394,-0.8649957562,-0.486125331,-1.8159524352,-0.3578751245,-0.061461799,-2.0576727301,0.734796016,0.0231583817,-1.8244065967,-0.6176897784,-1.1090672427,-2.2262081844,-0.8802524234,0.6450328673
290.0,-0.3500139479,-0.4649125113,0.1622807411,0.4086729051,0.6026000325,0.1586255643,1.7869396599,0.165636139,-0.1225512541,1.776573241,0.6013642393,-1.2462357286,2.65635639,0.4447562709,0.3246737558,1.7698063264,-0.9216205358,-0.4000985488,-1.8406681187,-0.3596071725,-0.055265419,-2.1253298919,0.6833316809,0.017315451,-1.8174037384,-0.6126428563,-1.0422744705,-2.2645633713,-0.8488668844,0.6755903935
291.0,-0.3646094665,-0.4550176632,0.1442330073,0.4145114159,0.5841392404,0.1582481242,1.8075692368,0.1787372726,-0.118981756,1.7654196458,0.6322925279,-1.2941909888,2.7582768899,0.4512695377,0.3223878038,1.9375486453,-0.9686190737,-0.3024180101,-1.8608796133,-0.3565777501,-0.0494573039,-2.1960490888,0.6332158003,0.010825884,-1.8244081166,-0.6229355424,-0.9984766727,-2.3285691539,-0.8510202117,0.7349908932
292.0,-0.3777194022,-0.4440770929,0.1264476024,0.4187379946,0.5639325955,0.1585976836,1.8278600185,0.1900924286,-0.1203604812,1.7651698553,0.6508244013,-1.3097797428,2.8503767556,0.4700822319,0.3292720996,2.0973912196,-0.9940825196,-0.1985047726,-1.8777346737,-0.3507765005,-0.0408069356,-2.2709523966,0.5992918901,0.0037288844,-1.8465983532,-0.6550449933,-0.9950902852,-2.400563367,-0.8714736053,0.7989701359
293.0,-0.3893373916,-0.4326015589,0.1090961114,0.4215700845,0.5426064325,0.1596869566,1.8496136689,0.1993902046,-0.1257273675,1.7768047672,0.6534678153,-1.2909358896,2.9145621477,0.5008234422,0.3381044433,2.2396544546,-0.9917575768,-0.0950176381,-1.8923150939,-0.3441909297,-0.0285846103,-2.3506431653,0.5898356706,-0.004199102,-1.884336795,-0.7071174157,-1.0228656451,-2.4644687892,-0.8969800678,0.8476364382
294.0,-0.3996418584,-0.4212021237,0.0922548295,0.4233323917,0.5208942918,0.1615226897,1.8737381382,0.2065101762,-0.1340371786,1.8009158456,0.6387284862,-1.2399259153,2.9419339109,0.5439004119,0.3454632595,2.3570587608,-0.9607158461,0.0012986749,-1.9056351621,-0.3379566833,-0.014240924,-2.4315201098,0.600675416,-0.0134354273,-1.9364251672,-0.769564963,-1.0559178714,-2.5102640533,-0.919543016,0.8716877899
295.0,-0.4089411731,-0.410574087,0.0759089923,0.4244506638,0.4995976552,0.164110208,1.9004711487,0.2113974436,-0.1438954633,1.8374351753,0.6077646434,-1.1656253028,2.9297729862,0.599846363,0.35014021,2.4450987112,-0.9037265252,0.0843982072,-1.9188447923,-0.3323280443,0.0005836616,-2.5058828315,0.6198308376,-0.0240652484,-1.9994229777,-0.8316793799,-1.0726979637,-2.532567215,-0.9346066163,0.868850487
296.0,-0.417615033,-0.401439669,0.0599608491,0.4254169031,0.479526536,0.1674457727,1.9295883904,0.2137972993,-0.1530185907,1.885040816,0.5665759998,-1.0895454428,2.879706572,0.6691608195,0.3524471585,2.5020150012,-0.8260189633,0.1494386232,-1.9329534395,-0.3271982924,0.0147187104,-2.5658453716,0.6359936555,-0.0354249668,-2.0686424019,-0.8851682994,-1.0618431106,-2.5293681906,-0.9398826168,0.8412954948
297.0,-0.4260539128,-0.3944584516,0.0442358797,0.4267293175,0.4614080257,0.1714953924,1.9604273424,0.213101508,-0.1578625979,1.9409719914,0.5275947606,-1.050755711,2.7973857637,0.752658259,0.3542368284,2.5291037404,-0.735170401,0.1935689831,-1.9485104751,-0.3223838253,0.0273022389,-2.6061201511,0.6422412162,-0.0463202694,-2.1391905869,-0.924470339,-1.019996974,-2.5021009251,-0.93556115,0.795503013
298.0,-0.4345935342,-0.3901235056,0.0284988846,0.428806531,0.4457603444,0.176179812,1.9916544525,0.2092376845,-0.1556735572,2.003059116,0.5006983988,-1.0832337413,2.6920529013,0.8519911277,0.358820529,2.5321002658,-0.6427287277,0.2177711527,-1.9653946092,-0.3175176999,0.0374690738,-2.6246183912,0.6359848065,-0.0553064011,-2.206535482,-0.9464745588,-0.9496457659,-2.4569120169,-0.9260031641,0.7440790276
299.0,-0.4434497583,-0.3886725687,0.0124899454,0.4318725611,0.4327697113,0.1813777751,2.0212860357,0.2043592437,-0.1485203908,2.070424993,0.4786788633,-1.1694848909,2.5733195898,0.9681765717,0.3688964342,2.5240749966,-0.5676960549,0.2300326886,-1.9826981732,-0.3117913265,0.0441701911,-2.6223444799,0.6183614513,-0.0608465378,-2.2670320827,-0.9508802044,-0.8586440496,-2.4055482908,-0.9220056845,0.7075819326
300.0,-0.4526588892,-0.3900500338,-0.0040420282,0.4358556574,0.4222543792,0.1869258121,2.0473580848,0.2022998739,-0.1409580403,2.1405712954,0.4496586934,-1.2653275181,2.446426143,1.0950951557,0.3819337452,2.5257426575,-0.5358566706,0.2464078624,-1.9990251409,-0.3041592491,0.0466950503,-2.6035635893,0.5945400823,-0.0614917269,-2.3189455341,-0.9415565354,-0.7608055037,-2.3606719443,-0.9374297017,0.7091265727
301.0,-0.4620500674,-0.3939432332,-0.0213226528,0.4403611275,0.4137540008,0.1926277035,2.0688721137,0.206058945,-0.1357345189,2.2099404202,0.4090415236,-1.3402961406,2.3148398857,1.2164054545,0.3901219302,2.5511384884,-0.5594089586,0.2799935833,-2.0132633716,-0.2946389198,0.0462030585,-2.5761794957,0.5748819924,-0.056244874,-2.364082536,-0.9282438831,-0.6755867079,-2.3247607139,-0.9732132764,0.7561969749
302.0,-0.4712900791,-0.3998823897,-0.0395325145,0.4447568129,0.406671152,0.1982840396,2.0864904931,0.2154000068,-0.1328930437,2.2751368615,0.357643684,-1.3798085034,2.1857510909,1.3145281762,0.3864087504,2.5919597667,-0.616229074,0.3260816909,-2.0245754696,-0.284876763,0.0458005483,-2.5506215241,0.5742254404,-0.0447973008,-2.4080412091,-0.9247277826,-0.6224628056,-2.2909830221,-1.0115773767,0.8339455483
303.0,-0.4799775499,-0.4073429733,-0.0587737369,0.4483321146,0.4003696657,0.203717848,2.101304032,0.228401883,-0.1314479498,2.3331917288,0.2985466534,-1.3783114401,2.0690374558,1.3785410202,0.3676417918,2.6319742922,-0.6732398427,0.371993807,-2.0323270607,-0.2768826398,0.0480330244,-2.5345354501,0.6041092357,-0.0270140754,-2.4551514746,-0.9386229043,-0.6087324163,-2.2542847606,-1.0333251792,0.9216464364
304.0,-0.4877222491,-0.4158104523,-0.0790546507,0.4504323187,0.394230905,0.2087794825,2.1138803241,0.2434072156,-0.1306529441,2.3815951535,0.2356431212,-1.3356697831,1.9741664252,1.4046485652,0.3338580819,2.6607711757,-0.7085686987,0.4093826567,-2.0368906739,-0.2719121288,0.0534826052,-2.526617618,0.6612993859,-0.0023775777,-2.5026481731,-0.9631933057,-0.6245008131,-2.2139292126,-1.0277981589,1.0034401861
305.0,-0.4941938513,-0.4248152607,-0.1003095146,0.4505258261,0.3876924715,0.2133399192,2.1243486676,0.2592466175,-0.1299757326,2.4185576089,0.1730653666,-1.2569368824,1.9087504036,1.394159452,0.2870010135,2.6737832986,-0.7116485384,0.4352194031,-2.0393898702,-0.2700451779,0.0616508581,-2.5189238488,0.7289096545,0.0291927651,-2.5435224124,-0.9847391268,-0.6527778004,-2.1714901256,-0.9916524964,1.0688709143
306.0,-0.499140884,-0.4339486005,-0.1224314108,0.4482202081,0.3802740004,0.2172879706,2.1325705314,0.2749744573,-0.1286725306,2.4439881345,0.1144400356,-1.1549502892,1.8781357675,1.352684623,0.2303792429,2.6697206968,-0.6786353198,0.4500459322,-2.0407503948,-0.2706132497,0.071988333,-2.5040522155,0.7885395074,0.0664420969,-2.5719972747,-0.9923913219,-0.6791618596,-2.129481142,-0.9261446515,1.111524381
307.0,-0.5023828747,-0.4428661217,-0.1452964275,0.4432653826,0.3716004626,0.2205383011,2.1381334351,0.2896569803,-0.125421465,2.4614832488,0.0608802976,-1.0543324442,1.8844858493,1.2921407789,0.1690094992,2.6493915144,-0.6101634815,0.4572843654,-2.0413442052,-0.2726974685,0.0841090041,-2.4781704389,0.8276057802,0.1070038386,-2.5852862555,-0.9807100406,-0.6941719977,-2.0907816954,-0.8359233125,1.1287908022
308.0,-0.5037937931,-0.4512893357,-0.168772424,0.4355928035,0.3614419058,0.2230438182,2.1403889243,0.3021021448,-0.1187160994,2.4790958967,0.0084154552,-0.9884304839,1.92438247,1.2364328802,0.110535844,2.6160489945,-0.5118269636,0.4638723323,-2.0410778106,-0.2752539576,0.0975748705,-2.4405294206,0.8401724057,0.1479012271,-2.5833345871,-0.9488692297,-0.6925570369,-2.0582745096,-0.7291289916,1.1232578359
309.0,-0.5033008238,-0.459017769,-0.1927201185,0.4253973104,0.3497640401,0.2248036697,2.1388559596,0.3104136722,-0.1088877178,2.5024373477,-0.0481237297,-0.9759714835,1.9878056016,1.2250381477,0.0641385694,2.5771881272,-0.3969417055,0.4821398006,-2.0395198043,-0.277067457,0.1115650047,-2.3924926479,0.8262102477,0.1857731936,-2.5686351738,-0.8999098018,-0.6728302246,-2.0343173491,-0.6178839272,1.1058124113
310.0,-0.5009091196,-0.465944156,-0.2170027745,0.4131545898,0.3367322889,0.2258731208,2.1329710195,0.3137234486,-0.0990525523,2.5266943693,-0.1058974655,-1.0029556747,2.0670001269,1.2853929146,0.0318753486,2.5464453418,-0.2886103969,0.5318237763,-2.0359373464,-0.2768661915,0.1247433372,-2.3370434854,0.7917689059,0.2169838775,-2.5467501991,-0.8408602332,-0.6380327149,-2.019986549,-0.5169778376,1.0976821477
311.0,-0.4967331224,-0.472040927,-0.2414952578,0.3994964494,0.3226442419,0.2263665736,2.1218922443,0.3151208461,-0.0924433657,2.5431375189,-0.1574707439,-1.0419537357,2.1609378886,1.3894753114,0.004705775,2.5368634736,-0.2069038377,0.631722302,-2.0292356768,-0.2738661669,0.1361112867,-2.2785369152,0.7500684677,0.2380230692,-2.5272350882,-0.7830479806,-0.597407454,-2.0148566426,-0.4382830841,1.1214869338
312.0,-0.4910074165,-0.477334914,-0.2660802801,0.3850647381,0.3078599948,0.2264259688,2.106607196,0.3171027137,-0.08940665,2.5461254966,-0.1974071145,-1.0711406118,2.2631345959,1.4909053676,-0.0250729529,2.5431105824,-0.1445332296,0.7708090579,-2.0179938614,-0.2683416797,0.146663291,-2.2219727893,0.7212167993,0.2464705069,-2.5228959668,-0.7401709147,-0.5656763547,-2.0180003474,-0.3856489741,1.1799562118
313.0,-0.4840725039,-0.481909671,-0.2906423653,0.3704537637,0.2927598779,0.2261940914,2.0892527991,0.3199801475,-0.0878797603,2.5335053442,-0.2231890593,-1.0778595914,2.3629775194,1.5623051663,-0.0598034732,2.5486852351,-0.0838637818,0.9135799405,-2.0011833675,-0.2614325779,0.1586925741,-2.1710221091,0.7252281237,0.2417138124,-2.5431506738,-0.7208858204,-0.5533667499,-2.0282787278,-0.3574630437,1.253966768
314.0,-0.4763359967,-0.4859108159,-0.3150674962,0.3562200729,0.2777259562,0.2258212935,2.071330052,0.3237843126,-0.0860510183,2.5054337308,-0.234596275,-1.0566498635,2.4509519226,1.5929633031,-0.0990210558,2.542938536,-0.01767036,1.0320873815,-1.9792400844,-0.2542048219,0.1732656108,-2.1258628722,0.7671964174,0.2241338036,-2.5847131782,-0.7214895295,-0.5547711551,-2.0435442765,-0.3502206169,1.3215094103
315.0,-0.4682293916,-0.4895226053,-0.3392445997,0.3429044231,0.2631364123,0.2254674163,2.0535423363,0.3287166283,-0.0828792001,2.4638525464,-0.2336595259,-1.007613513,2.5197525362,1.5806333619,-0.141298349,2.5219805078,0.0535641914,1.1122015742,-1.9538387485,-0.2467103419,0.1899268466,-2.0840244721,0.8316827057,0.1948330514,-2.6339609805,-0.7306477776,-0.5538798589,-2.0605890929,-0.3595313785,1.3675387508
316.0,-0.4601718624,-0.4929243987,-0.3630590659,0.3310357124,0.2493576019,0.2252849904,2.0360556515,0.3351462117,-0.0775612593,2.4128438764,-0.2256817124,-0.9366377912,2.563847667,1.5273612595,-0.1849705114,2.4853063805,0.1266352028,1.1482488767,-1.9267868183,-0.2383383795,0.2077010858,-2.0432882341,0.8960043643,0.1568219429,-2.6768692618,-0.7382104351,-0.5376760752,-2.0756822707,-0.380666579,1.3842616786
317.0,-0.4525346196,-0.4962478581,-0.3863766648,0.3211038009,0.2367258665,0.2253930783,2.018585494,0.3436668776,-0.0690472826,2.3594438036,-0.2213159812,-0.856960417,2.5793013623,1.4386655214,-0.228481231,2.4339649419,0.1976178341,1.1392023288,-1.8994742443,-0.2285995636,0.2255604264,-2.0028762314,0.9427505337,0.1148228719,-2.703801505,-0.7380357818,-0.5002338178,-2.0850982917,-0.4090388202,1.3699567616
